Tên,Link
Xử lý lô hàng thực phẩm thủy sản xuất khẩu bị Cơ quan thẩm quyền nước nhập khẩu cảnh báo không bảo đảm an toàn thực phẩm,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004670
"Đăng ký kiểm dịch động vật, sản phẩm động vật trên cạn nhập khẩu",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003264
"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001160
"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp trung ương)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001162
Thông báo khuyến mại viễn thông,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004377
Đăng ký khuyến mại viễn thông,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004486
Thủ tục thăng hạng chức danh nghề nghiệp viên chức,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005394
Thủ tục thi nâng ngạch công chức,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002157
"Khai thuế tiêu thụ đặc biệt đối với sản xuất, kinh doanh hàng hóa, dịch vụ chịu thuế TTĐB",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.007040
"Khai thuế tiêu thụ đặc biệt đối với cơ sở sản xuất, pha chế xăng sinh học",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.007041
"Chấp nhận hoàn trả mã, số viễn thông",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001859
Cấp lại giấy phép bưu chính khi bị mất hoặc hư hỏng không sử dụng được (Trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004430
Cấp đổi thẻ thường trú cho người nước ngoài tại Việt Nam tại Công an cấp tỉnh,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000473
"Cấp giấy chứng nhận kiểm dịch động vật trên cạn tham gia hội chợ, triển lãm, thi đấu thể thao, biểu diễn nghệ thuật; sản phẩm động vật trên cạn tham gia hội chợ, triển lãm",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002571
"Kiểm dịch đối với động vật thủy sản tham gia hội chợ, triển lãm, thi đấu thể thao, biểu diễn nghệ thuật; sản phẩm động vật thủy sản tham gia hội chợ, triển lãm",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001094
"Cấp giấy chứng nhận kiểm dịch động vật, sản phẩm động vật thủy sản tham gia hội chợ, triển lãm; động vật thủy sản biểu diễn nghệ thuật",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001533
"Chấp thuận việc thực hiện sửa chữa, vệ sinh tàu thuyền hoặc thực hiện các hoạt động hàng hải khác trong vùng nước cảng biển nếu có ảnh hưởng đến phương án phòng, chống cháy, nổ",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003265
Thủ tục giải quyết tố cáo tại cơ quan Trung ương,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004891
"Thủ tục biên phòng theo cách thức thủ công đối với tàu thuyền nước ngoài, thuyền viên, hành khách đi trên tàu thuyền nước ngoài quá cảnh tại cửa khẩu cảng",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001656
"Thủ tục biên phòng theo cách thức thủ công đối với tàu thuyền Việt Nam, tàu thuyền nước ngoài, thuyền viên, hành khách đi trên tàu thuyền Việt Nam, tàu thuyền nước ngoài xuất cảnh tại cửa khẩu cảng",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001672
"Thủ tục biên phòng theo cách thức thủ công đối với tàu thuyền Việt Nam, tàu thuyền nước ngoài, thuyền viên, hành khách đi trên tàu thuyền Việt Nam, tàu thuyền nước ngoài nhập cảnh tại cửa khẩu cảng",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001820
"Kiểm định và chứng nhận chất lượng an toàn kỹ thuật và phòng ngừa ô nhiễm môi trường cho công-te-nơ, máy, vật liệu, trang thiết bị sử dụng cho tàu biển trong chế tạo, lắp ráp, nhập khẩu, sửa chữa phục hồi, hoán cải",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000009
Cấp thẻ nhà báo,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005102
Cấp lại Chứng minh nhân dân (9 số) thực hiện tại cấp huyện,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004364
Gia hạn hoạt động của kết cấu hạ tầng cảng biển tạm thời,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002236
"Sửa đổi Giấy chứng nhận khai thác cảng hàng không, sân bay",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002855
Công bố lại hoạt động cảng thủy nội địa,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004242
Công bố lại hoạt động bến thủy nội địa,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003658
"Cấp giấy phép vào cảng, bến thủy nội địa đối với phương tiện, thủy phi cơ",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003614
Tuyển sinh vào các trường Công an nhân dân tại Công an cấp tỉnh,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004045
"Cấp Chứng chỉ hành nghề luật sư đối với người được miễn đào tạo nghề luật sư, miễn tập sự hành nghề luật sư",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000688
Cấp Chứng chỉ hành nghề luật sư đối với người đạt yêu cầu kiểm tra kết quả tập sự hành nghề luật sư,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000828
"Thủ tục xét chuyển cán bộ, công chức cấp xã thành công chức cấp huyện trở lên",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005386
Thủ tục kiểm soát thanh toán vốn đầu tư ngoài nước qua hệ thống kho bạc nhà nước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001997
"Chấp thuận miễn nhiệm, cách chức tổng giám đốc (giám đốc), tổng biên tập nhà xuất bản",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001782
Thông báo thay đổi danh sách trọng tài viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001518
Công bố danh sách trọng tài viên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000686
Thông báo thay đổi danh sách trọng tài viên Luật 54/2010/QH12,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001819
Thay đổi nội dung ghi trong giấy phép hoạt động báo in,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000002
"Cấp giấy phép sửa đổi, bổ sung những nội dung ghi trong giấy phép hoạt động báo in",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004086
"Cấp giấy phép sửa đổi, bổ sung những nội dung ghi trong Giấy phép hoạt động báo điện tử",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004745
Thay đổi nội dung ghi trong giấy phép hoạt động báo điện tử,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004825
Cấp văn bản xác nhận thông báo hoạt động bưu chính (Trung ương),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004429
"Thủ tục biên phòng theo cách thức thủ công đối với tàu thuyền, thuyền viên, hành khách đi trên tàu chở khách du lịch quốc tế",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001588
"Giải quyết khiếu nại về quyết định hành chính, hành vi hành chính của công dân đối với lực lượng Công an nhân dân (thực hiện tại cấp huyện)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003387
"Giải quyết khiếu nại về quyết định hành chính, hành vi hành chính của công dân đối với lực lượng Công an nhân dân (thực hiện tại cấp tỉnh)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003504
Thay đổi nội dung Giấy phép thành lập của Trung tâm Trọng tài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000819
12. Thủ tục tạm ứng kinh phí đặt hàng dịch vụ công ích hoa tiêu hàng hải,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000520
"11. Thủ tục tạm ứng, thanh toán dịch vụ nạo vét, duy tu luồng Hải Phòng và luồng Sài Gòn - Vũng Tàu theo cơ chế đấu thầu rộng rãi với hợp đồng trọn gói",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000550
"10. Thủ tục tạm ứng, thanh toán dịch vụ nạo vét, duy tu luồng hàng hải",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000565
"Thủ tục Chứng thực chữ ký trong các giấy tờ, văn bản",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001590
"Thủ tục Chứng thực bản sao từ bản chính các giấy tờ, văn bản do cơ quan có thẩm quyền cấp hoặc chứng nhận",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001606
Thủ tục Chứng thực chữ ký người dịch trong các văn bản dịch từ tiếng nước ngoài sang tiếng Việt hoặc từ tiếng Việt sang tiếng nước ngoài,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000757
"Cấp giấy phép hoạt động du lịch, thể thao, nghiên cứu khoa học, kinh doanh, dịch vụ thuộc thẩm quyền cấp phép của Bộ Nông nghiệp và PTNT",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003997
"Cấp giấy phép cho các hoạt động trong phạm vi bảo vệ công trình thuỷ lợi đối với hoạt động du lịch, thể thao, nghiên cứu khoa học, kinh doanh, dịch vụ thuộc thẩm quyền cấp phép của UBND tỉnh.",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001796
Cấp giấy phép nổ mìn và các hoạt động gây nổ khác trong phạm vi bảo vệ công trình thuỷ lợi thuộc thẩm quyền cấp phép của Bộ Nông nghiệp và Môi trường,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003983
Cấp giấy phép nổ mìn và các hoạt động gây nổ khác trong phạm vi bảo vệ công trình thuỷ lợi thuộc thẩm quyền cấp phép của UBND tỉnh.,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001795
Thủ tục tiếp nhân vào làm viên chức,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005393
Cấp Phiếu tiếp nhận bản công bố lại/công bố bổ sung dược liệu sản xuất theo GACP-WHO,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002337
"Bổ sung phạm vi kinh doanh trong Giấy chứng nhận đủ điều kiện kinh doanh thuốc đối với cơ sở kinh doanh dịch vụ bảo quản dược liệu/Thay đổi địa điểm, điều kiện kinh doanh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003837
Chỉ định cơ sở kiểm nghiệm thực phẩm đã được công nhận theo Tiêu chuẩn quốc gia TCVN ISO/IEC 17025: 2007 hoặc Tiêu chuẩn quốc tế ISO/IEC 17025: 2005,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003082
"Sửa đổi, bổ sung/ cấp lại Giấy chứng nhận lưu hành tự do (CFS) đối với hàng hóa xuất khẩu thuộc phạm vi quản lý của Bộ Nông nghiệp và Môi trường",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001726
Cấp Giấy chứng nhận lưu hành tự do (CFS) đối với hàng hóa xuất khẩu thuộc phạm vi quản lý của Bộ Nông nghiệp và Phát triển nông thôn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001730
Miễn kiểm tra giám sát cơ sở kiểm nghiệm thực phẩm,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002996
"Cấp bổ sung, sửa đổi Giấy chứng nhận đăng ký hoạt động chứng nhận chất lượng sản phẩm, hàng hóa",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003341
"Cấp bổ sung, sửa đổi Giấy chứng nhận đăng ký hoạt động giám định chất lượng sản phẩm, hàng hóa",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003375
Thay đổi nội dung đăng ký hoạt động của Văn phòng công chứng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000778
Khai quyết toán thuế tài nguyên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000580
Khai thuế tài nguyên đối với cơ sở thu mua tài nguyên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000631
Khai thuế tài nguyên đối với cơ sở khai thác tài nguyên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000666
Khai phương pháp xác định giá tính thuế tài nguyên đối với cơ sở khai thác tài nguyên,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002036
"Thủ tục gia hạn cho thuê đất tại cảng hàng không, sân bay",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004727
"Chấp nhận sửa đổi, bổ sung đơn đăng ký bảo hộ giống cây trồng",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003973
"Cấp Giấy chứng nhận cơ sở đáp ứng các nguyên tắc, tiêu chuẩn Thực hành tốt sản xuất mỹ phẩm của Hiệp hội các nước Đông Nam Á (CGMP-ASEAN)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002257
Cấp số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm sản xuất trong nước,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002600
Thủ tục xét tuyển viên chức,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005392
Đăng ký hoạt động của tổ chức hành nghề luật sư,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002010
Cấp Chứng minh nhân dân (9 số) thực hiện tại cấp huyện,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001238
"Công bố mở bến cảng, cầu cảng, bến phao và các khu nước, vùng nước (bao gồm cả việc đưa kết cấu hạ tầng cảng biển tạm thời vào sử dụng)",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004157
Chấp thuận thiết lập báo hiệu hàng hải,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004123
"Cấp giấy chứng nhận đăng ký danh mục nội dung trên dịch vụ phát thanh, truyền hình trả tiền",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000819
"Cấp Giấy phép cung cấp dịch vụ phát thanh, truyền hình trả tiền",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004330
Công bố mở cảng cạn và công bố mở cảng cạn đối với điểm thông quan hàng hóa đã có chủ trương chuyển thành cảng cạn,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004284
"Công bố đóng bến cảng, cầu cảng, bến phao và khu nước, vùng nước",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004142
"Công bố đưa luồng hàng hải vào sử dụng đối với trường hợp luồng hàng hải công bố sau thời điểm công bố mở cảng biển hoặc luồng hàng hải được đầu tư mới, công bố lại do điều chỉnh, mở rộng, nâng cấp",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004162
Cấp Giấy chứng nhận thành viên tổ bay,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004413
"Sửa đổi, bổ sung Giấy chứng nhận đăng ký thu tín hiệu truyền hình nước ngoài trực tiếp từ vệ tinh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003384
"Cấp, gia hạn, sửa đổi, bổ sung nội dung Giấy phép sử dụng tần số và thiết bị vô tuyến điện đối với đài cố định, đài bờ (không liên lạc với vệ tinh), thiết bị riêng lẻ và các trường hợp không quy định tại các Điều 11, 12, 13, 14, 15, 16, 17, 18, 19, 20 và Điều 21 của Thông tư số 05/2015/TT-BTTTT ngày 23/3/2015 của Bộ Thông tin và Truyền thông",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004060
Cấp giấy phép sử dụng tần số và thiết bị vô tuyến điện đối với đài tàu (không áp dụng đối với đài vô tuyến điện không thuộc hệ thống GMDSS),dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004081
"Thay đổi người đại diện theo pháp luật của công ty luật trách nhiệm hữu hạn hai thành viên trở lên, công ty luật hợp danh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002079
Thỏa thuận việc đầu tư xây dựng kết cấu hạ tầng cảng biển tạm thời,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002228
Xác nhận việc trình kháng nghị hàng hải,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002372
Đưa báo hiệu hàng hải vào sử dụng,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002249
Công nhận biết tiếng Việt thành thạo hoặc sử dụng thành thạo ngôn ngữ khác hoặc đủ trình độ phiên dịch trong hành nghề dược,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001908
"Công nhận biết tiếng Việt thành thạo hoặc sử dụng thành thạo ngôn ngữ khác hoặc đủ trình độ phiên dịch trong khám bệnh, chữa bệnh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001338
Đề nghị thiết lập kết cấu hạ tầng cảng biển tạm thời,dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004134
"Đổi tên cảng biển, bến cảng, cầu cảng, bến phao và khu nước, vùng nước, cảng dầu khí ngoài khơi đã được công bố",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003253
"Quản lý hoạt động xây dựng Cấp giấy phép di dời đối với công trình, nhà ở riêng lẻ XD trong đô thị, trung tâm cụm xã, trong khu bảo tồn, khu di tích lịch sử- văn hóa thuộc địa bàn quản lý, trừ các công trình thuộc thẩm quyền cấp GPXD của cấp trung ương, cấp tỉnh",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002463
"Cấp giấy phép di dời đối với công trình cấp I, II; công trình tôn giáo; công trình di tích lịch sử - văn hóa, tượng đài, tranh hoành tráng được xếp hạng; công trình trên các tuyến, trục đường phố chính trong đô thị; công trình thuộc dự án có vốn đầu tư trực tiếp nước ngoài",dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.002920
